16,0,7,33,0,3,0,7,0,0,25,0,5,0,0,7,0,3,0,29,0,0,18,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16,3,0,0,0,7,7,0,0,1,0,0,7,7,7,0,0,26,3,6,3,18
21,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,56,8,8,8,14,18,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16,8,8,8,8,57,8,8,8,8,15,8,8,8,8,8,8,8,8,8,8,18
16,8,8,8,8,8,8,8,12,8,8,8,8,8,8,8,8,8,8,8,14,8,18,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16,8,8,8,8,9,9,9,9,9,9,9,9,9,9,9,8,8,8,8,8,18
16,8,8,8,8,8,8,8,8,8,9,9,8,8,8,8,8,8,8,8,8,8,18,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16,8,8,8,8,9,8,8,8,8,8,8,8,8,8,9,9,9,8,8,8,18
16,8,8,8,8,9,8,8,8,8,8,8,8,8,8,8,10,8,8,8,8,8,23,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21,8,12,8,8,9,9,9,9,9,9,9,8,8,8,12,8,9,8,8,8,18
16,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,12,8,8,9,9,8,18,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16,8,8,8,9,9,9,8,8,11,8,9,9,13,13,9,8,8,9,8,8,18
21,8,8,8,12,9,8,8,11,11,8,8,8,8,8,8,10,9,8,9,8,8,18,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16,8,8,8,8,9,9,8,8,8,8,9,9,8,13,13,8,9,12,8,8,18
16,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,9,9,8,8,8,8,18,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16,8,8,8,8,8,9,9,12,8,8,8,8,9,9,9,9,9,12,8,8,18
16,8,8,8,8,8,8,8,8,8,8,8,8,8,8,9,8,8,8,8,8,8,18,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16,8,8,8,8,8,8,9,8,8,8,8,8,8,9,9,9,8,8,8,8,18
16,8,8,8,8,8,8,8,8,8,8,8,8,8,8,9,8,8,8,8,8,8,18,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21,8,8,8,8,8,10,9,8,8,8,8,8,8,8,8,8,8,8,8,8,18
16,0,0,3,1,1,3,7,0,5,0,0,8,8,8,8,8,8,8,8,8,8,18,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16,8,8,8,8,8,8,9,9,8,8,0,0,5,0,7,7,0,4,0,0,18
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16,8,8,8,8,8,8,8,8,8,8,18,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16,8,8,13,8,9,9,9,9,8,8,18,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16,8,8,8,10,8,8,9,8,8,8,23,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16,8,8,8,8,9,9,8,9,8,8,18,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21,8,8,8,8,8,8,8,11,8,8,18,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16,8,8,8,8,8,9,8,9,8,8,18,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16,9,8,9,9,8,8,8,8,8,9,18,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16,8,9,9,9,9,9,9,9,8,8,18,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16,8,8,8,8,8,8,8,8,8,8,18,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16,8,9,8,8,8,8,9,8,8,9,23,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16,8,8,8,9,9,8,8,8,8,8,23,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21,8,9,9,11,8,8,8,8,8,8,18,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16,8,8,8,9,12,8,8,8,8,8,18,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16,8,8,9,9,8,58,8,8,8,8,18,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16,8,8,8,8,8,8,8,8,8,8,18,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16,8,8,8,9,8,8,15,8,8,8,18,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21,8,8,8,8,8,8,8,8,8,8,18,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16,8,8,8,9,8,8,15,8,8,8,18,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16,8,8,8,8,9,12,8,8,8,8,18,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16,8,8,8,9,8,8,8,8,8,8,18,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16,9,8,8,8,9,8,8,8,9,9,23,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16,8,8,8,9,8,9,8,8,8,8,18,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16,8,8,8,58,9,8,8,12,8,12,18,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21,8,8,8,8,8,9,8,8,8,8,18,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16,8,13,8,9,8,8,8,8,8,8,18,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21,8,8,8,8,8,9,8,8,8,10,18,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
