-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16,3,0,0,4,0,0,0,3,0,0,5,0,0,0,4,0,0,5,0,0,0,0,3,6,7,18,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16,9,9,9,58,57,56,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,18,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16,9,9,9,8,8,8,8,8,8,9,9,9,9,9,8,8,8,9,9,8,13,8,14,9,9,18,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16,8,8,9,8,8,8,9,9,8,8,8,8,8,8,8,8,9,10,9,9,9,8,8,9,9,18,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16,8,9,9,9,8,9,9,9,9,8,8,8,8,9,9,9,9,8,8,9,9,9,9,9,9,18,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16,9,9,9,10,8,8,8,8,9,9,8,9,9,9,9,9,8,8,8,9,9,9,9,10,9,18,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16,9,9,9,8,8,8,9,9,9,8,10,9,8,8,9,9,8,8,8,9,9,9,9,9,9,18,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16,9,9,9,9,9,8,9,9,8,8,8,8,9,8,9,9,8,8,9,8,9,8,9,9,9,18,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16,9,9,9,9,9,13,13,8,8,9,9,8,9,9,9,11,8,8,9,8,8,8,9,9,9,18,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16,9,9,9,9,9,9,8,8,9,8,8,8,8,9,9,9,9,9,8,8,9,9,9,9,9,18,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16,9,9,9,9,9,9,8,9,9,9,9,9,9,9,9,8,8,9,9,9,10,9,9,9,8,18,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16,9,9,9,9,9,8,9,10,9,9,10,9,9,8,8,8,9,9,9,9,9,9,8,8,8,18,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16,9,9,9,9,9,9,9,9,9,9,9,9,9,8,8,9,9,9,9,9,9,9,9,9,9,18,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16,9,9,9,9,8,8,9,9,9,9,9,9,0,3,0,0,2,0,0,0,29,0,24,0,0,18,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16,9,9,9,9,9,8,9,8,8,9,9,9,18,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16,9,9,9,9,9,9,8,8,8,8,9,9,18,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16,9,9,9,8,9,9,9,9,9,8,8,8,18,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16,9,9,9,8,9,9,9,9,9,9,9,8,18,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
16,0,0,7,0,4,0,5,0,0,0,9,9,9,9,9,9,9,9,9,9,9,9,18,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
16,9,9,9,9,9,9,58,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,18,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
16,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,18,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
16,9,9,9,9,9,9,9,9,9,9,9,9,9,9,8,8,10,8,9,9,9,9,18,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
16,9,9,9,8,8,8,8,8,8,8,9,9,9,9,9,10,10,9,9,9,9,9,18,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
16,9,9,9,8,9,9,9,10,10,10,9,9,9,13,9,9,9,9,9,9,9,9,18,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
16,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,8,8,9,8,9,9,56,18,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
16,9,9,9,9,9,9,8,9,9,8,8,9,9,9,9,9,9,8,8,9,9,9,18,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
16,9,9,9,9,9,9,9,10,10,9,9,9,9,9,9,9,8,8,8,8,9,9,18,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
16,56,9,9,9,13,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,18,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
